Include/exclude at abstract review,Reason,PT,AU,BA,BE,GP,AF,BF,CA,TI,SO,SE,BS,LA,DT,CT,CY,CL,SP,HO,DE,ID,AB,C1,RP,EM,RI,OI,FU,FX,CR,NR,TC,Z9,U1,U2,PU,PI,PA,SN,EI,BN,J9,JI,PD,PY,VL,IS,PN,SU,SI,MA,BP,EP,AR,DI,D2,EA,PG,WC,SC,GA,UT,PM,OA,HC,HP,DA
0,Drug seeking,S,"Weiss, F; Ciccocioppo, R; Parsons, LH; Katner, S; Liu, X; Zorrilla, EP; Valdez, GR; Ben-Shahar, O; Angeletti, S; Richter, RR",,"QuinonesJenab, V",,"Weiss, F; Ciccocioppo, R; Parsons, LH; Katner, S; Liu, X; Zorrilla, EP; Valdez, GR; Ben-Shahar, O; Angeletti, S; Richter, RR",,,"Compulsive drug-seeking behavior and relapse - Neuroadaptation, stress, and conditioning factors",BIOLOGICAL BASIS OF COCAINE ADDICTION,Annals of the New York Academy of Sciences,,,,Seminar on Frontiers in Drug Abuse Research: Molecular and Cellular Adaptations to Cocaine,2000,"NEW YORK, NY","Natl Inst Hlth, City Univ New York, Grad Ctr & Biopsychol Doc Program",,,,,,,,,,,,,,,,,,,,,0077-8923,,1-57331-303-3; 1-57331-302-5,,,,2001,937,,,,,,1,26,,10.1111/j.1749-6632.2001.tb03556.x,,,,,,,WOS:000172010800001,11458532,,,,
0,"Non-clinical sample, no modelling",J,"Watt, MC; Stewart, SH",,,,"Watt, MC; Stewart, SH",,,Anxiety sensitivity mediates the relationships between childhood learning experiences and elevated hypochondriacal concerns in young adulthood,JOURNAL OF PSYCHOSOMATIC RESEARCH,,,,,,,,,,,,,,,,"Watt, Margo C/A-6595-2008; Stewart, Sherry/F-4088-2011",,,,,,,,,,,,,0022-3999,,,,,AUG,2000,49,2,,,,,107,118,,10.1016/S0022-3999(00)00097-0,,,,,,,WOS:000165255800001,11068054,,,,
0,No modelling,J,"Segarra, P; Molto, J; Torrubia, R",,,,"Segarra, P; Molto, J; Torrubia, R",,,Passive avoidance learning in extraverted females,PERSONALITY AND INDIVIDUAL DIFFERENCES,,,,,,,,,,,,,,,,"Torrubia, Rafael/C-4815-2009; Molto, Javier/B-6544-2008; Segarra, Pilar/H-1407-2015","Torrubia, Rafael/0000-0002-6826-6572; Molto, Javier/0000-0001-5539-966X; Segarra, Pilar/0000-0003-4671-7851",,,,,,,,,,,,0191-8869,,,,,AUG,2000,29,2,,,,,239,254,,10.1016/S0191-8869(99)00190-7,,,,,,,WOS:000087294500003,,,,,
0,No modelling,J,"Avila, C; Parcet, MA",,,,"Avila, C; Parcet, MA",,,The role of Gray's impulsivity in anxiety-mediated differences in resistance to extinction,EUROPEAN JOURNAL OF PERSONALITY,,,,,,,,,,,,,,,,"Avila, Cesar/B-4370-2011; Parcet, Maria Antonia/F-8317-2016","Avila, Cesar/0000-0002-5840-605X; Parcet, Maria Antonia/0000-0002-3886-9866",,,,,,,,,,,,0890-2070,,,,,MAY-JUN,2000,14,3,,,,,185,198,,10.1002/1099-0984(200005/06)14:3<185::AID-PER370>3.0.CO;2-U,,,,,,,WOS:000087799900001,,,,,
0,Computer model of target recognition,J,"Bhanu, B; Lin, YQ; Jones, G; Peng, J",,,,"Bhanu, B; Lin, YQ; Jones, G; Peng, J",,,Adaptive target recognition,MACHINE VISION AND APPLICATIONS,,,,,,,,,,,,,,,,,"Bhanu, Bir/0000-0001-8971-6416",,,,,,,,,,,,0932-8092,,,,,APR,2000,11,6,,,,,289,299,,10.1007/s001380050113,,,,,,,WOS:000087451900004,,,,,
0,Proceedings paper,B,"Maier, SF; Peterson, C; Schwartz, B",,"Seligman, JE",,"Maier, SF; Peterson, C; Schwartz, B",,,From helplessness to hope: The seminal career of Martin Seligman,SCIENCE OF OPTIMISM AND HOPE: RESEARCH ESSAYS IN HONOR OF MARTIN E.P. SELIGMAN,LAWS OF LIFE SYMPOSIA SERIES,,,,Optimism and Hope Symposium,"FEB 10, 1998","PHILADELPHIA, PA",John Templeton Fdn,,,,,,,,,,,,,,,,,,,,,,,1-890151-26-2; 1-890151-24-6,,,,2000,2,,,,,,11,37,,,,,,,,,WOS:000168648300002,,,,,
0,Models of basal ganglia,S,"Jabri, MA; Huang, J; Coenen, OJMD; Sejnowski, TJ",,"McKEE, GT; Schenker, PS",,"Jabri, MA; Huang, J; Coenen, OJMD; Sejnowski, TJ",,,Models of basal ganglia and cerebellum for sensorimotor integration and predictive control,SENSOR FUSION AND DECENTRALIZED CONTROL IN ROBOTIC SYSTEMS III,PROCEEDINGS OF THE SOCIETY OF PHOTO-OPTICAL INSTRUMENTATION ENGINEERS (SPIE),,,,Conference on Sensor Fusion and Decentralized Control in Robotic Systems III,"NOV 06-08, 2000","BOSTON, MA",SPIE,,,,,,,,,,,,,,,,,,,,,0277-786X,,0-8194-3861-8,,,,2000,4196,,,,,,125,137,,10.1117/12.403711,,,,,,,WOS:000167105100012,,,,,
0,Models of basal ganglia,J,"Brown, J; Bullock, D; Grossberg, S",,,,"Brown, J; Bullock, D; Grossberg, S",,,How the basal ganglia use parallel excitatory and inhibitory learning pathways to selectively respond to unexpected rewarding cues,JOURNAL OF NEUROSCIENCE,,,,,,,,,,,,,,,,"Brown, Joshua/G-2867-2011",,,,,,,,,,,,,0270-6474,,,,,Dec-01,1999,19,23,,,,,10502,10511,,,,,,,,,WOS:000083867400031,10575046,,,,
0,"Personality, no modelling",J,"Avila, C; Parcet, MA; Ortet, G; Ibanez-Ribes, MI",,,,"Avila, C; Parcet, MA; Ortet, G; Ibanez-Ribes, MI",,,Anxiety and counter-conditioning: the role of the behavioral inhibition system in the ability to associate aversive stimuli with future rewards,PERSONALITY AND INDIVIDUAL DIFFERENCES,,,,,,,,,,,,,,,,"Avila, Cesar/B-4370-2011; Ibanez, Manuel/B-2752-2011; Parcet, Maria Antonia/F-8317-2016; Ortet, Generos/B-9131-2011","Avila, Cesar/0000-0002-5840-605X; Ibanez, Manuel/0000-0001-8611-7530; Ortet, Generos/0000-0002-3576-5316; Parcet, Maria Antonia/0000-0002-3886-9866",,,,,,,,,,,,0191-8869,,,,,DEC,1999,27,6,,,,,1167,1179,,10.1016/S0191-8869(99)00060-4,,,,,,,WOS:000082557500014,,,,,
0,In rats,J,"Danilova, RA; Moskvityna, TA; Obukhova, MF; Belopolskaya, MV; Ashmarin, IP",,,,"Danilova, RA; Moskvityna, TA; Obukhova, MF; Belopolskaya, MV; Ashmarin, IP",,,Pargyline conjugate-induced long-term activation of monoamine oxidase as an immunological model for depression,NEUROCHEMICAL RESEARCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0364-3190,,,,,SEP,1999,24,9,,,,,1147,1151,,10.1023/A:1020764504462,,,,,,,WOS:000082298900009,10485586,,,,
DUPLICATION #307,Target recognition,B,"Bhanu, B; Lin, YQ; Jones, G; Peng, J",,,IEEE COMP SOC; IEEE COMP SOC,"Bhanu, B; Lin, YQ; Jones, G; Peng, J",,,Adaptive target recognition,IEEE WORKSHOP ON COMPUTER VISION BEYOND THE VISIBLE SPECTRUM: METHODS AND APPLICATIONS (CVBVS'99) - PROCEEDINGS,,,,,IEEE Workshop on Computer Vision Beyond the Visible Spectrum - Methods and Applications (CVBVS 99),"JUN 22, 1999","FT COLLINS, CO","IEEE, IEEE Comp Soc, Tech Comm Pattern Anal & Machine Intelligence",,,,,,,,,,,,,,,,,,,,,,,0-7695-0050-1,,,,1999,,,,,,,71,81,,10.1109/CVBVS.1999.781096,,,,,,,WOS:000081630700008,,,,,
0,Neurons/circuits,J,"Chialvo, DR; Bak, P",,,,"Chialvo, DR; Bak, P",,,Learning from mistakes,NEUROSCIENCE,,,,,,,,,,,,,,,,"Chialvo, Dante R./P-5279-2019; Chialvo, Dante R/A-4658-2009","Chialvo, Dante R./0000-0002-1038-3637; Chialvo, Dante R/0000-0002-1038-3637",,,,,,,,,,,,0306-4522,1873-7544,,,,,1999,90,4,,,,,1137,1148,,10.1016/S0306-4522(98)00472-2,,,,,,,WOS:000079631500001,10338284,,,,
0,No modelling,J,"Hatfield, J; Job, RFS",,,,"Hatfield, J; Job, RFS",,,"Random yoking: An alternative to feedback procedures for preventing superstition in the human ""learned helplessness"" paradigm",LEARNING AND MOTIVATION,,,,,,,,,,,,,,,,,"Hatfield, Julie/0000-0002-1814-0357",,,,,,,,,,,,0023-9690,1095-9122,,,,NOV,1998,29,4,,,,,416,434,,10.1006/lmot.1998.1010,,,,,,,WOS:000077327900004,,,,,
0,Questionnaires only,J,"Watt, MC; Stewart, SH; Cox, BJ",,,,"Watt, MC; Stewart, SH; Cox, BJ",,,A retrospective study of the learning history origins of anxiety sensitivity,BEHAVIOUR RESEARCH AND THERAPY,,,,,17th National Conference of the Anxiety-Disorders-Association-of-America,"MAR, 1997","NEW ORLEANS, LOUISIANA",Anxiety Disorders Assoc Amer,,,,,,,,"Stewart, Sherry/F-4088-2011; Watt, Margo C/A-6595-2008",,,,,,,,,,,,,0005-7967,,,,,MAY,1998,36,5,,,,,505,525,,10.1016/S0005-7967(97)10029-8,,,,,,,WOS:000074450700003,9648327,,,,
0,Animal learning,B,"Staddon, JER",,"Sabourin, M; Craik, F; Robert, M",,"Staddon, JER",,,The dynamics of memory in animal learning,"ADVANCES IN PSYCHOLOGICAL SCIENCE, VOL 2: BIOLOGICAL AND COGNITIVE ASPECTS",,,,,26th International Congress of Psychology,"AUG 16-21, 1996","MONTREAL, CANADA","Canadian Psychol Assoc, NRC Canada, Int Union Psychol Sci",,,,,,,,,,,,,,,,,,,,,,,0-86377-471-7,,,,1998,,,,,,,259,274,,,,,,,,,WOS:000084945800011,,,,,
0,In rats,J,"Borsini, F; Cesana, R; Kelly, J; Leonard, BE; McNamara, M; Richards, J; Seiden, L",,,,"Borsini, F; Cesana, R; Kelly, J; Leonard, BE; McNamara, M; Richards, J; Seiden, L",,,BIMT 17: a putative antidepressant with a fast onset of action?,PSYCHOPHARMACOLOGY,,,,,,,,,,,,,,,,"Mcnamara, Mairead/J-1621-2015","Mcnamara, Mairead/0000-0002-2272-3678",,,,,,,,,,,,0033-3158,1432-2072,,,,DEC,1997,134,4,,,,,378,386,,10.1007/s002130050474,,,,,,,WOS:000071096800019,9452180,,,,
0,Review paper,J,"Wickens, J",,,,"Wickens, J",,,Basal ganglia: structure and computations,NETWORK-COMPUTATION IN NEURAL SYSTEMS,,,,,,,,,,,,,,,,"Wickens, Jeffery/N-6055-2014","Wickens, Jeffery/0000-0002-8795-1209",,,,,,,,,,,,0954-898X,1361-6536,,,,NOV,1997,8,4,,,,,R77,R109,,10.1088/0954-898X/8/4/001,,,,,,,WOS:A1997YK20200001,,,,,
0,"Model of learning, no clinical groups",J,"Pennartz, CMA",,,,"Pennartz, CMA",,,Reinforcement learning by Hebbian synapses with adaptive thresholds,NEUROSCIENCE,,,,,,,,,,,,,,,,"Pennartz, Cyriel/B-7508-2015","Pennartz, Cyriel/0000-0001-8328-1175",,,,,,,,,,,,0306-4522,1873-7544,,,,NOV,1997,81,2,,,,,303,319,,10.1016/S0306-4522(97)00118-8,,,,,,,WOS:A1997XV60200001,9300423,,,,
0,No clinical groups,J,"Moore, JW; Choi, JS",,,,"Moore, JW; Choi, JS",,,Conditioned response timing and integration in the cerebellum,LEARNING & MEMORY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072-0502,,,,,MAY-JUN,1997,4,1,,,,,116,129,,10.1101/lm.4.1.116,,,,,,,WOS:A1997XP54900008,10456058,,,,
0,Review paper,J,"Ramallo, FB",,,,"Ramallo, FB",,,Toward a cognitive-behavioral reconceptualization of cognitive paradigms of learning: The case of self-attention,BEHAVIORAL PSYCHOLOGY-PSICOLOGIA CONDUCTUAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1132-9483,,,,,APR,1997,5,1,,,,,27,54,,,,,,,,,WOS:A1997WX03400002,,,,,
0,"Adaptive control model, no clinical",J,"Poon, CS",,,,"Poon, CS",,,Self-tuning optimal regulation of respiratory motor output by Hebbian covariance learning,NEURAL NETWORKS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0893-6080,,,,,NOV,1996,9,8,,,,,1367,1383,,10.1016/S0893-6080(96)00022-6,,,,,,,WOS:A1996VW31700007,12662540,,,,
0,In rats,J,"Torres, C; Morales, A; Candido, A; Maldonado, A",,,,"Torres, C; Morales, A; Candido, A; Maldonado, A",,,Successive negative contrast in one-way avoidance: Effect of thiopental sodium and chlorpromazine,EUROPEAN JOURNAL OF PHARMACOLOGY,,,,,,,,,,,,,,,,"Candido, antonio/G-7309-2015; Torres, Carmen/K-8250-2014; Maldonado, Antonio/E-9540-2018; Ortiz, Antonio Candido/AAB-5339-2019","Candido, antonio/0000-0002-3973-8219; Torres, Carmen/0000-0001-8573-0990; Maldonado, Antonio/0000-0001-5903-3833; Ortiz, Antonio Candido/0000-0002-3973-8219",,,,,,,,,,,,0014-2999,1879-0712,,,,Oct-31,1996,314,3,,,,,269,275,,10.1016/S0014-2999(96)00564-X,,,,,,,WOS:A1996VV16900002,8957245,,,,
0,In rodents,J,"Miyamoto, M; Takahashi, H; Kato, K; Hirai, K; Ishihara, Y; Goto, G",,,,"Miyamoto, M; Takahashi, H; Kato, K; Hirai, K; Ishihara, Y; Goto, G",,,"Effects of 3-[1-(phenylmethyl)-4-piperidinyl]-1-(2,3,4,5-tetrahydro-1H-1-benzazepin-8-yl)-1-propanone fumarate (TAK-147), a novel acetylcholinesterase inhibitor, on impaired learning and memory in animal models",JOURNAL OF PHARMACOLOGY AND EXPERIMENTAL THERAPEUTICS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0022-3565,1521-0103,,,,JUN,1996,277,3,,,,,1292,1304,,,,,,,,,WOS:A1996UQ52600014,8667190,,,,
0,Review paper,J,"Stark, KD; Napolitano, S; Swearer, S; Schmidt, K; Jaramillo, D; Hoyle, J",,,,"Stark, KD; Napolitano, S; Swearer, S; Schmidt, K; Jaramillo, D; Hoyle, J",,,Issues in the treatment of depressed children,APPLIED & PREVENTIVE PSYCHOLOGY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0962-1849,,,,,SPR,1996,5,2,,,,,59,83,,10.1016/S0962-1849(96)80001-1,,,,,,,WOS:A1996UJ46300001,,,,,
0,Smoking,J,"Brandon, TH; Wetter, DW; Baker, TB",,,,"Brandon, TH; Wetter, DW; Baker, TB",,,"Affect, expectancies, urges, and smoking: Do they conform to models of drug motivation and relapse?",EXPERIMENTAL AND CLINICAL PSYCHOPHARMACOLOGY,,,,,,,,,,,,,,,,,"Wetter, David/0000-0002-6366-0108",,,,,,,,,,,,1064-1297,,,,,FEB,1996,4,1,,,,,29,36,,10.1037/1064-1297.4.1.29,,,,,,,WOS:A1996UL04400005,,,,,
0,No modelling,J,"CORR, PJ; PICKERING, AD; GRAY, JA",,,,"CORR, PJ; PICKERING, AD; GRAY, JA",,,PERSONALITY AND REINFORCEMENT IN ASSOCIATIVE AND INSTRUMENTAL LEARNING,PERSONALITY AND INDIVIDUAL DIFFERENCES,,,,,,,,,,,,,,,,,"Pickering, Alan/0000-0002-7301-5321",,,,,,,,,,,,0191-8869,,,,,JUL,1995,19,1,,,,,47,71,,10.1016/0191-8869(95)00013-V,,,,,,,WOS:A1995RE44500005,,,,,
0,No modelling,J,"PICKERING, AD; DIAZ, A; GRAY, JA",,,,"PICKERING, AD; DIAZ, A; GRAY, JA",,,PERSONALITY AND REINFORCEMENT - AN EXPLORATION USING A MAZE-LEARNING TASK,PERSONALITY AND INDIVIDUAL DIFFERENCES,,,,,,,,,,,,,,,,,"Pickering, Alan/0000-0002-7301-5321",,,,,,,,,,,,0191-8869,,,,,APR,1995,18,4,,,,,541,558,,10.1016/0191-8869(94)00182-R,,,,,,,WOS:A1995QT55000010,,,,,
0,No clinical groups,J,"GUIGON, E; DORIZZI, B; BURNOD, Y; SCHULTZ, W",,,,"GUIGON, E; DORIZZI, B; BURNOD, Y; SCHULTZ, W",,,NEURAL CORRELATES OF LEARNING IN THE PREFRONTAL CORTEX OF THE MONKEY - A PREDICTIVE MODEL,CEREBRAL CORTEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1047-3211,1460-2199,,,,MAR-APR,1995,5,2,,,,,135,147,,10.1093/cercor/5.2.135,,,,,,,WOS:A1995QP10000004,7620290,,,,
0,Model of cerebellum,J,"BUONOMANO, DV; MAUK, MD",,,,"BUONOMANO, DV; MAUK, MD",,,NEURAL-NETWORK MODEL OF THE CEREBELLUM - TEMPORAL DISCRIMINATION AND THE TIMING OF MOTOR-RESPONSES,NEURAL COMPUTATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0899-7667,1530-888X,,,,JAN,1994,6,1,,,,,38,55,,10.1162/neco.1994.6.1.38,,,,,,,WOS:A1994PF90700005,,,,,
0,No modelling,J,"RICHARDSON, JS",,,,"RICHARDSON, JS",,,"ON THE FUNCTIONS OF MONOAMINE-OXIDASE, THE EMOTIONS, AND ADAPTATION TO STRESS",INTERNATIONAL JOURNAL OF NEUROSCIENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0020-7454,,,,,,1993,70,01-Feb,,,,,75,84,,10.3109/00207459309000563,,,,,,,WOS:A1993PM31400008,8083027,,,,
0,In animals,J,"THIEBOT, MH; MARTIN, P; PUECH, AJ",,,,"THIEBOT, MH; MARTIN, P; PUECH, AJ",,,ANIMAL BEHAVIORAL-STUDIES IN THE EVALUATION OF ANTIDEPRESSANT DRUGS,BRITISH JOURNAL OF PSYCHIATRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0007-1250,,,,,FEB,1992,160,,,15,,,44,50,,10.1192/S0007125000296670,,,,,,,WOS:A1992HF37300006,1356357,,,,
0,In mice,J,"RAFFALLISEBILLE, MJ; CHAPOUTHIER, G",,,,"RAFFALLISEBILLE, MJ; CHAPOUTHIER, G",,,SIMILAR EFFECTS OF A BETA-CARBOLINE AND OF FLUMAZENIL IN NEGATIVELY AND POSITIVELY REINFORCED LEARNING-TASKS IN MICE,LIFE SCIENCES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0024-3205,1879-0631,,,,,1991,48,7,,,,,685,692,,10.1016/0024-3205(91)90544-L,,,,,,,WOS:A1991ER51200012,1846660,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APR,2015,18,4,,,,,590,+,,10.1038/nn.3961,,,,,,,WOS:000351780900023,25730669,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aug-02,2018,13,8,,,,,,,e0201451,10.1371/journal.pone.0201451,,,,,,,WOS:000440778600042,30071076,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEC,2018,14,12,,,,,,,e1006679,10.1371/journal.pcbi.1006679,,,,,,,WOS:000454835100050,30596638,,,,
